id,title,artist_title,classification_titles
65920,Provincetown,Marsden Hartley,oil on panel;painting;modern and contemporary art
63178,Ceres,John Bradley Storrs,sculpture;modern and contemporary art
210830,Panel from a Sarcophagus Depicting the Abduction of Persephone,Ancient Roman,sarcophagus;sculpture
210354,Statuary Group of Three Satyrs Fighting a Serpent,Ancient Roman,sculpture
185662,Water Container (Funjoho),Senufo,container;vessel;arts of Africa;african art;ceramics
151358,Male Figure (Nkisi Nkondi),Vili,sculpture;wood;arts of Africa;medicine object;african art
145678,Headrest (Isicamelo or Isigqiki),Northern Nguni,furniture;wood;arts of Africa;african art;decorative arts
118704,"Study for ""The Jungle""",Wifredo Lam,tempera;drawings (visual works);prints and drawing
236501,Caos-Caos,Wifredo Lam,painting
223902,"Malcolm X Holding up Black Muslim Newspaper, Los Angeles, California",Gordon Parks,photography;photograph;photographic process
209555,L'autophage (Fulgurites),Wolfgang Paalen,painting
185765,Psychological Morphology,Matta,painting;oil on canvas
151363,Weaving,Diego Rivera,oil on canvas;painting;modern and contemporary art
118601,Woman Leaning on Her Hands,Henri Matisse,sculpture;modern and contemporary art
60259,Towards the Unknown,Gunther Gerzso,painting;modern and contemporary art
60257,La Ciudad Perdida (The Lost City),Gunther Gerzso,painting;modern and contemporary art
30732,The Shoe Shop,Elizabeth Sparhawk-Jones,painting;modern and contemporary art
253793,The Milliners,Theresa F. Bernstein,painting
217295,Statue of Young Dionysos,Ancient Roman,sculpture;vessel
184372,Portrait of Emmanuel Rio,Albert Schindler,painting;portrait;paint;oil paintings (visual works);european painting;oil on panel
146940,Helmet Mask (Banda or Kumbaduba),Baga,masks;wood;arts of Africa;african art;ceremonial mask
70039,White Shell with Red,Georgia O'Keeffe,pastel;drawings (visual works);prints and drawing
67181,Jane Avril,Henri de Toulouse-Lautrec,lithograph;print;prints and drawing;poster
64916,The Serf,Henri Matisse,sculpture;modern and contemporary art
13107,Small Crouching Nude without an Arm,Henri Matisse,sculpture;modern and contemporary art
7124,Seated Nude,Henri Matisse,bronze;metal;sculpture;modern and contemporary art
193867,Thorn Extractor,Henri Matisse,sculpture;bronze
143564,Figure of a Seated Leader,Totonac,ceramics;earthenware;sculpture;art of the americas
99768,Dovecote (Colombier),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99766,Untitled (Butterfly Habitat),Joseph Cornell,sculpture;Surrealism Highlights;construction/mixed media;mixed media
99765,Untitled (Black Hunter),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99764,Untitled (Harlequin),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99763,Untitled (Game),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
99760,Untitled (Large Owl),Joseph Cornell,sculpture;construction/mixed media;modern and contemporary art;mixed media
61973,Bottle,Ancient Roman,bottle;glass;vessel;ancient art
127859,Stela of Amenemhat and Hemet,Ancient Egyptian,Stelae;architectural fragment;stone;sculpture;ancient art
135186,Ointment Jar with Lid,Ancient Egyptian,personal grooming / hygiene / cosmetic container;stone;vessel;ancient art
127894,Stela of Amenemhat and Yatu,Ancient Egyptian,Stelae;sculpture;ancient art;funerary;architectural fragment
13454,Statue of Shebenhor,Ancient Egyptian,statue;stone;sculpture;ancient art
149799,God Shiva,Khmer,bronze;metal;sculpture;asian art
89356,"A Low Class Prostitute (Gun [teppo]), from the series “Five Shades of Ink in the Northern Quarter"" (""Hokkoku goshiki-zumi"")",Kitagawa Utamaro,woodblock print;print;asian art
244894,Autumn Maples with Poem Slips,Tosa Mitsuoki,furniture
244180,Heart Sutra,Kwang-cho Yoon,ceramics;asian art;stoneware
234003,Ecriture 46-73,Seo-Bo Park,painting
127644,Autumn Maples with Poem Slips,Tosa Mitsuoki,screen;painting;asian art
187050,Orchids,Kim Eung-won,painting
257404,Blacklash,Ed Clark,painting
251697,Self-Censored Intersection #3,Concha Jerez,collage;paper;drawings (visual works);prints and drawing
250596,Cosmogany,Bruce Thorn,drawings (visual works);paper;watercolor;prints and drawing
151323,"Untitled (Freedom is it!), from Inflammatory Essays",Jenny Holzer,offset lithograph;lithograph;print;prints and drawing
208272,Kylix (Drinking Cup),Ancient Greek,vessel;container
190500,"Art Institute, from One-Hundred Views of Chicago",Bronislaw M. Bak,prints and drawing;woodcut;print
158431,"""Garfield and Arthur"" Quilt",Annie Ensminger Kready,textile;needlework - quilt;bedcover
117317,Big School Picture; Little Paper Mural,Gladys Nilsson,watercolor;drawings (visual works);prints and drawing
176,Mastoid (Drinking Cup),Caylus Painter,drinking vessel;ceramics;vessel;ancient art
173,Mastoid (Drinking Cup) with Handles,Ancient Greek,drinking vessel;ceramics;vessel;ancient art
162,Hydria (Water Jar),Ancient Greek,vessel;earthenware;ceramics;ancient art
158,Pelike (Storage Jar),Ancient Greek,vessel;ceramics;ancient art
155,Mastoid (Drinking Cup),Leafless Group,drinking vessel;ceramics;vessel;ancient art
87650,Kylix (Drinking Cup),Ancient Greek,drinking vessel;vessel;ancient art
9961,Denarius (Coin) Depicting the Goddess Roma,Ancient Roman,coin;ancient art;struck
4183,Skyphos (Drinking Cup),Ancient Greek,drinking vessel;ceramics;vessel;ancient art
283,Mastoid (Drinking Cup),Ancient Greek,drinking vessel;ceramics;vessel;ancient art
254,Amphora (Storage Jar),Michigan Painter,vessel;ceramics;ancient art
182872,Aureus (Coin) Portraying Empress Faustina the Elder,Ancient Roman,coin;gold
9949,Denarius (Coin) Portraying Octavian,Ancient Roman,coin;ancient art
5618,Aureus (Coin) Portraying Emperor Vitellius,Ancient Roman,coin;ancient art
198126,Lady Filmer in her Drawing Room,"Mary Georgiana Caroline, Lady Filmer",albumen print from collodion negative;mixed media
196669,Design for Democracy:  Ballot and Election Design,Marcia Lausen,book;paper;graphic design
184498,"Lake View of Chicago of Burns Harbor, Indiana, from the series “Revealing Chicago” (2003-2004)",Terry Evans,photograph;digital print;photography
96051,Denarius (Coin) Portraying Galerius Maximianus,Ancient Roman,coin;ancient art
82410,Untitled (Painting),Mark Rothko,painting;modern and contemporary art
10006,Aureus (Coin) Portraying Emperor Antoninus Pius,Ancient Roman,coin;ancient art;struck
9696,Tetradrachm (Coin) Depicting the Hero Herakles with the Features of Alexander the Great,Ancient Greek,coin;ancient art
204509,Pig 05049,Christien Meindertsma,book;graphic design
252541,"Revanti, from the series ""Balika Mela""",Gauri Gill,photography;photograph
251894,Draped Mannequin,George Grosz,drawings (visual works);charcoal;paper;prints and drawing
242485,Black Pride Whitewashed,Norman Parish,painting
234433,Involvement Series,Wanda Pimentel,painting
230687,Untitled,Fujiko Shiraga,painting
204511,Pig 05049,Christien Meindertsma,graphic design
154124,Flag Day,Benny Andrews,oil on canvas;painting;modern and contemporary art
21038,"The Past, the Present, the Future, plate 349",Honoré-Victorin Daumier,lithograph;print;prints and drawing
113098,Hussar (recto) Man with a Top Hat and Bandaged Head (verso),James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
81574,Grey and Silver: Old Battersea Reach,James McNeill Whistler,painting;american arts
81572,"Trouville (Grey and Green, the Silver Sea)",James McNeill Whistler,painting;american arts
64599,"Up and Down, In and Out, Step by Step, A Sculpture",Daniel Buren,sculpture;modern and contemporary art
50747,Lancer,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
50745,Gendarme,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
50743,Policeman and Citizen,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
50735,Soldier with Lance,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
2848,Scene from Bohemian Life,James McNeill Whistler,pen and ink drawings;paper;drawings (visual works);prints and drawing
182504,Two Sketches,James McNeill Whistler,lithograph;print;prints and drawing;paper
158382,Corte del Paradiso,James McNeill Whistler,pastel;drawings (visual works);prints and drawing;paper
115974,Self-Portrait,James McNeill Whistler,chalk;drawings (visual works);prints and drawing;paper
111478,Portrait of Dr. William McNeill Whistler,James McNeill Whistler,painting;american arts
56905,Nocturne: Blue and Gold—Southampton Water,James McNeill Whistler,painting;american arts
50768,At the Piano,James McNeill Whistler,charcoal;drawings (visual works);prints and drawing;paper
50766,Draped Model,James McNeill Whistler,chalk;drawings (visual works);prints and drawing;paper
14523,Figures by a Railing,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
3551,"Study for ""Arrangement in Grey and Black, No. 2: Portrait of Thomas Carlyle""",James McNeill Whistler,painting;american arts
113084,Portrait of Miss Maud Franklin,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
149537,The Little Blue Cap,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
84088,Violet and Silver—The Deep Sea,James McNeill Whistler,painting;american arts
14318,Reclining Draped Figure,James McNeill Whistler,drawings (visual works);prints and drawing;paper
14309,"Coast Scene, Bathers",James McNeill Whistler,painting;american arts
147853,Study for Portrait of Thomas Way,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
50756,Sketch of the Peacock Room,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
20101,H.C. Pollitt,James McNeill Whistler,lithographic crayon;drawings (visual works);prints and drawing;paper
14498,A Club on a Cushion,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14317,Study of a Girl's Head and Shoulders,James McNeill Whistler,painting;american arts
14313,Chelsea Shop,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
14511,Butterfly,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14506,Butterfly with Checkered Wings,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
113080,Butterfly (recto); Study of Butterfly (verso),James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
113078,Butterfly (recto); Fragment of Butterfly (verso),James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
113076,"Butterfly ""Encountered"" (recto); Sketch for Tailpiece (verso)",James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
113074,Butterfly (recto); Fragment of Butterfly (verso),James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14493,Butterfly,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
113070,"Study for ""Arrangement in Black, No. 2: Portrait of Mrs. Louis Huth"" (recto); Study for ""Symphony in Flesh Color and Pink: Portrait of Mrs. Frances Leyland"" (verso)",James McNeill Whistler,pastel;drawings (visual works);prints and drawing;paper
50764,A Nude Figure,James McNeill Whistler,charcoal;drawings (visual works);prints and drawing;paper
14526,"Sketch after ""Arrangement in Brown and Black: Portrait of Miss Rosa Corder""",James McNeill Whistler,wash;drawings (visual works);prints and drawing;paper
113073,Three Butterflies,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
112165,"Study for ""The Blue Girl: Portrait of Miss Elinor Leyland""",James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
50733,Girl Reading in Bed,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14533,Head of a Girl,James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14530,"Sketch after ""Arrangement in Black: Lady Meux""",James McNeill Whistler,pen and ink drawings;drawings (visual works);prints and drawing;paper
14490,Butterfly,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
152752,Black Panel,Ellsworth Kelly,painting;modern and contemporary art
145246,Untitled (Woman-Bottle),René Magritte,sculpture;modern and contemporary art
111164,Green and Blue: The Dancer,James McNeill Whistler,watercolor;drawings (visual works);prints and drawing;paper
14488,Butterfly,James McNeill Whistler,graphite;drawings (visual works);prints and drawing;paper
119117,Exquisite Corpse,Man Ray (Emmanuel Radnitzky),graphite;drawings (visual works);prints and drawing
102611,Veranda Post (Òpó Ògògá),Olowe of Ise,sculpture;wood;arts of Africa;architectural fragment;african art;carving;architectural sculpture
31585,Carved Vessel Depicting a Lord Wearing a Water-Lily Headdress,Maya,vessel for serving drinks;blackware (black basaltes);earthenware;ceramics;vessel;art of the americas
258225,Neo-Huaco #2 from the series ¿Y qué hacemos con nuestra historia? (So What Do We Do with Our History?),Ana De Orbegoso,sculpture;art of the americas
258224,Neo-Huaco #1 from the series ¿Y qué hacemos con nuestra historia? (So What Do We Do with Our History?),Ana De Orbegoso,sculpture;art of the americas
127611,"Capitano Esgangarato - Capitano Cocodrillo, plate 14 from Balli di Sfessania",Jacques Callot,etching;print;prints and drawing
126858,Water-Lily Vessel,Aj Maxam,ceramics;earthenware;vessel;art of the americas;vessel for serving drinks;inscription
75644,Coronation Stone of Moctezuma Xocoyotzin,Aztec (Mexica),ceremonial object;stone;art of the americas;sculpture
31577,Vessel Depicting a Sacrificial Ceremony for a Royal Accession,Maya,vessel for serving drinks;earthenware;ceramics;vessel;art of the americas;masks
198902,Ostrich Cup,John Spilman,decorative object/ornament;metalwork
250215,Untitled (Portrait of a Standing Man with a Steer),Montgomery Simons,portrait;daguerreotype;photography;photograph;portrait
185905,Lamp with “Hanging Head Dragonfly” Shade and “Mosaic and Turtleback” Base,Clara Driscoll,lamp (lighting device);american decorative arts;decorative arts
111014,Stater (Coin) Depicting a Crouching Dog,Ancient Greek,coin;ancient art
94840,Young Woman at an Open Half-Door,Workshop of Rembrandt van Rijn,oil on canvas;paint;portrait;painting;european painting
81165,Woman riding an ox,Katsushika Hokusai,woodblock print;print;asian art
51540,Medical Sketchbook,Ivan Albright,sketchbook;graphite;prints and drawing;paper
187674,Sketchbook,Charles White,sketchbook;prints and drawing;paper
55681,Mt Brock of Air Cave Pass Near Carson City Nevada,Joseph Yoakum,pen and ink drawings;drawings (visual works);prints and drawing
25247,Tree Peonies in Full Bloom,"Longyu, Empress Dowager of China",hanging scroll;painting;asian art
228951,A Poem from the Shin Kokinshu with Design of Shinobugusa (Moss Fern),Kôetsu,painting
228638,Galaxy (Fugetsudoten; 風月同天),Ibe Kyoko,painting
210484,Study for Paris Street; Rainy Day,Gustave Caillebotte,graphite;prints and drawing;paper
208200,Sketchbook,Gustave Caillebotte,sketchbook;watercolor;prints and drawing;paper
140080,Self-Portrait with a Hat,Gustave Caillebotte,graphite;drawings (visual works);prints and drawing
91620,Portrait Vessel,Moche,ceramics;earthenware;art of the americas;vessel
19962,Study,James McNeill Whistler,lithotint;lithograph;print;prints and drawing;paper
15800,Caricature of Léon Manchon,Claude Monet,charcoal;drawings (visual works);prints and drawing
113093,Caricature of Eugène Marcel,Claude Monet,graphite;drawings (visual works);prints and drawing
113092,Caricature of a Man with a Large Nose,Claude Monet,graphite;drawings (visual works);prints and drawing
113090,Caricature of a Man Standing by Desk (recto); Sketch of Male Head in Profile (verso),Claude Monet,graphite;drawings (visual works);prints and drawing
15826,Caricature of Auguste Vacquerie,Claude Monet,graphite;drawings (visual works);prints and drawing
15818,Caricature of Henri Cassinelli (“Rufus Croutinelli”),Claude Monet,graphite;drawings (visual works);prints and drawing
15814,Caricature of a Man in the Small Hat,Claude Monet,graphite;drawings (visual works);prints and drawing
15812,Caricature of Mario Uchard,Claude Monet,graphite;drawings (visual works);prints and drawing
15809,Caricature of a Man with a Big Cigar,Claude Monet,charcoal;drawings (visual works);prints and drawing
15803,Caricature of Jules Didier (“Butterfly Man”),Claude Monet,charcoal;drawings (visual works);prints and drawing
108583,"Cliffs and Sea, Sainte-Adresse",Claude Monet,chalk;drawings (visual works);prints and drawing
192263,Two Figures (related to the painting Tahitian Landscape),Paul Gauguin,prints and drawing;drawings (visual works);chalk
186316,Stacks of Wheat,Claude Monet,prints and drawing;chalk;drawings (visual works)
186315,Boy in the Country,Claude Monet,prints and drawing;graphite;drawings (visual works)
80861,Ia orana Maria (Hail Mary),Paul Gauguin,zincograph;print;prints and drawing
20172,Nativity (Mother and Child Surrounded by Five Figures),Paul Gauguin,monotype;print;prints and drawing
5511,Head of a Tahitian with Profile of Second Head to His Right,Paul Gauguin,chalk;drawings (visual works);prints and drawing
86308,Pape moe,Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
20434,"Three People, a Mask, a Fox and a Bird, headpiece forLe sourire",Paul Gauguin,woodcut;print;prints and drawing
5515,Seated Tahitian Youth,Paul Gauguin,watercolor;drawings (visual works);prints and drawing
5513,Two Tahitian Women in a Landscape,Paul Gauguin,watercolor;drawings (visual works);prints and drawing
132680,Cover to Paul Gauguin: 10 Traesnit (Pola Gauguin Portfolio),Pola Gauguin,photogravure;print;prints and drawing
132679,Title Page to Paul Gauguin: 10 Traesnit (Pola Gauguin Portfolio),Pola Gauguin,letterpress;print;prints and drawing
20435,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14314,Mahana atua (Day of the God),Paul Gauguin,woodcut;print;prints and drawing
14335,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14331,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14329,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14326,"Te po (The Night), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14323,"Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
14319,"Noa Noa (Fragrant), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
27671,"Auti te pape (Women at the River), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
27669,Auti te pape (Women at the River) from the Noa Noa Suite,Paul Gauguin,woodcut;print;prints and drawing
110714,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
36838,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodblock;matrix;prints and drawing;print
36835,"Noa Noa (Fragrant), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
30505,"Change of Residence, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
30503,"Tahitian Carrying Bananas, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
21078,Portrait of Stéphane Mallarmé,Paul Gauguin,etching;print;prints and drawing
21075,"Old Women of Arles, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
15860,Seated Breton Woman,Paul Gauguin,charcoal;drawings (visual works);prints and drawing
44782,"Te atua (The God), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
39647,"Te atua (The God), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
39644,"Te faruru (Here We Make Love), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
113277,"Seated Tahitian Woman (recto), Sketches of Roosters and Chickens (verso)",Paul Gauguin,crayon;drawings (visual works);prints and drawing
48758,"Les cigales et les fourmis (The Grasshoppers and the Ants), from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48755,"Projet d’assiette (Leda) (Design for a Plate [Leda]), frontispiece from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48754,"Old Women of Arles, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
47171,"Te atua (The God), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
45945,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
45041,"Te atua (The God), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
48769,"Pastorales Martinique (Martinique Pastorals), from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48766,"Les drames de la mer (Dramas of the Sea), from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48762,"The Laundresses, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
188750,Seated Tahitian Woman (related to the painting Te faaturuma [Reverie]),Paul Gauguin,drawings (visual works);charcoal;prints and drawing
51374,Crouching Tahitian Woman (related to the painting Nafea faa ipoipo [When Will You Marry?]),Paul Gauguin,chalk;drawings (visual works);prints and drawing
48785,"Breton Bathers, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48782,"Breton Women by a Gate, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48779,"Human Miseries, from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48774,"Joies de Bretagne (Joys of Brittany), from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
48773,"Les drames de la mer: Bretagne (Dramas of the Sea: Brittany), from the Volpini Suite",Paul Gauguin,zincograph;lithograph;print;prints and drawing
55341,Breton Bather,Paul Gauguin,pastel;drawings (visual works);prints and drawing
55320,"Te atua (The God), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
54711,"Three People, a Mask, a Fox, and a Bird, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
54708,"A Horse and Birds, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
52994,"Plate with the Head of a Horned Devil, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
52990,Woman Picking Fruit and Oviri,Paul Gauguin,woodcut;print;prints and drawing
52987,"Te atua (The God), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
52984,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
55731,"Bust of a Nude Woman and Three-Quarter Figure of a Man with a White Cap in Profile, Third Small Figure at Far Right, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
55504,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),Paul Gauguin,woodcut;print;prints and drawing
61345,"Le sourire: Journal méchant, Mar. 1900",Paul Gauguin,woodcut;print;prints and drawing
60745,Tahitian Idol—the Goddess Hina,Paul Gauguin,woodcut;print;prints and drawing
60636,"Human Miseries, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
60634,"Wayside Shrine in Brittany, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
55774,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),Paul Gauguin,woodcut;print;prints and drawing
62236,"Fox, Busts of Two Women, and a Rabbit, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
61361,A Fisherman Drinking Beside His Canoe,Paul Gauguin,woodcut;print;prints and drawing
61358,"Buddha, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
61354,Oviri,Paul Gauguin,woodcut;print;prints and drawing
61353,Oviri,Paul Gauguin,woodcut;print;prints and drawing
63022,"Noa Noa (Fragrant), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63019,"Noa Noa (Fragrant), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63015,Te po (The Night) from the Noa Noa Suite,Paul Gauguin,woodcut;print;prints and drawing
63056,Te atua (The God) from the Noa Noa Suite,Paul Gauguin,woodcut;print;prints and drawing
63049,"Nave nave fenua (Delightful Land), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63038,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63036,"L’univers est créé (The Universe Is Being Created), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63032,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63028,"Te faruru (Here We Make Love), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63025,"Manau tupapau (She Thinks of the Ghost or The Ghost Thinks of Her), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63064,"Auti te pape (Women at the River), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63061,"Mahna no varua ino (The Devil Speaks), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
63082,A Fisherman Drinking Beside His Canoe,Paul Gauguin,woodcut;print;prints and drawing
63079,Tahitian Idol—the Goddess Hina,Paul Gauguin,woodcut;print;prints and drawing
63074,Mahana atua (Day of the God),Paul Gauguin,woodcut;print;prints and drawing
63073,Maori Woman in the Forest,Paul Gauguin,woodcut;print;prints and drawing
63068,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),Paul Gauguin,woodcut;print;prints and drawing
63090,Oviri,Paul Gauguin,woodcut;print;prints and drawing
63088,Noa noa (Fragrant),Paul Gauguin,woodcut;print;prints and drawing
63085,Noa noa (Fragrant),Paul Gauguin,woodcut;print;prints and drawing
148411,Reclining Tahitian (fragment),Paul Gauguin,monotype;prints and drawing;paper;drawings (visual works)
110829,"Le sourire: Journal méchant, Feb. 1900",Paul Gauguin,woodcut;print;prints and drawing
63453,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),Paul Gauguin,woodcut;print;prints and drawing
63094,Oviri,Paul Gauguin,woodcut;print;prints and drawing
110849,"Le sourire: Journal sérieux, Nov. 1899",Paul Gauguin,woodcut;print;prints and drawing
110840,"Le sourire: Journal sérieux, Nov. 1899",Paul Gauguin,woodcut;print;prints and drawing
110834,"Le sourire: Journal sérieux, Aug. 21, 1899",Paul Gauguin,woodcut;print;prints and drawing
66094,"Caricatures of Gauguin and Governor Gallet, with headpiece from Le sourire",Paul Gauguin,woodcut;print;prints and drawing
63547,"Le sourire: Journal sérieux, Oct. 13, 1899",Paul Gauguin,woodcut;print;prints and drawing
63545,"Le sourire: Journal sérieux, Sept. 19, 1899",Paul Gauguin,woodcut;print;prints and drawing
113441,Fragment of Long Inscription,Paul Gauguin,drawings (visual works);prints and drawing
113440,Tahitian Eve (related to the painting Parau ne te varua ino) (recto); Fragment of Inscription (related to Cahier pour Aline) (verso),Paul Gauguin,drawings (visual works);prints and drawing
67026,"Soyez amoureuses, vous serez heureuses (Love, and You Will be Happy), from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
66097,Tahitian Girl in Pink Pareu,Paul Gauguin,monotype;print;prints and drawing
72540,Two Tahitian Women and a Marquesan Earplug,Paul Gauguin,pen and ink drawings;drawings (visual works);prints and drawing
68508,"Te faruru (Here We Make Love), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
68358,Manao tupapau (She Thinks of the Ghost or The Ghost Thinks of Her),Paul Gauguin,woodcut;print;prints and drawing
67033,"The Ox Cart, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
67031,"The Rape of Europa, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
67028,"Women, Animals, and Foliage, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
74744,"At the Black Rocks, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
74657,"Eve, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
72886,"Interior of a Tahitian Hut, from the Suite of Late Wood-Block Prints",Paul Gauguin,woodcut;print;prints and drawing
72633,"Maruru (Offerings of Gratitude), from the Noa Noa Suite",Paul Gauguin,woodcut;print;prints and drawing
75457,The Woman with Figs,Paul Gauguin,etching;print;prints and drawing
74765,"Two Women Chattering, headpiece for Le Sourire",Paul Gauguin,woodcut;print;prints and drawing
74761,"Tahitian Woman, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
74755,"Tahitians, Flowers, and Leaves, headpiece for Le sourire",Paul Gauguin,woodcut;print;prints and drawing
